EGID_chiff;EWID;Belegungsjahr;Bauperiode;Quartiersgruppe;Quartiersgruppe Name;Wohnungsgroesse;Anz_Kinder;Anz_Erwachsene;HH_Typ;HH_Typ_label;Erstellungsjahr
241-247-113-183-217-224-150-73-240-107-185-80-109-46-185-91-119-250-138-62-233-232-179-113-212-222-246-15-64-115-223-87;4;2019;8023;23;Quartiergruppe St.Georgen;4;0;2;5;Haushalte mit zwei Erwachsenen;2019
167-102-115-202-2-218-205-100-131-180-225-36-182-8-42-118-245-1-68-115-236-114-66-225-220-74-47-119-196-237-12-230;12;2013;8022;35;Quartiergruppe Neudorf;4;0;1;1;Einpersonenhaushalt;2011
86-71-168-3-31-188-96-125-177-30-145-5-137-112-127-209-45-94-28-16-161-93-199-174-111-151-225-126-118-76-209-182;3;2018;8022;33;Quartiergruppe St.Fiden;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
241-247-113-183-217-224-150-73-240-107-185-80-109-46-185-91-119-250-138-62-233-232-179-113-212-222-246-15-64-115-223-87;5;2019;8023;23;Quartiergruppe St.Georgen;3;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2019
167-102-115-202-2-218-205-100-131-180-225-36-182-8-42-118-245-1-68-115-236-114-66-225-220-74-47-119-196-237-12-230;12;2016;8022;35;Quartiergruppe Neudorf;4;0;1;1;Einpersonenhaushalt;2011
89-240-84-7-165-169-129-91-145-74-236-55-142-131-48-243-44-202-89-3-106-210-238-119-24-50-141-155-246-183-86-96;10;2019;8023;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2018
242-128-182-149-65-168-4-247-209-3-41-58-40-205-202-11-99-180-27-92-57-172-59-68-7-58-83-173-224-147-145-255;3;2015;8022;31;Quartiergruppe Rotmonten;6;0;2;5;Haushalte mit zwei Erwachsenen;2014
167-102-115-202-2-218-205-100-131-180-225-36-182-8-42-118-245-1-68-115-236-114-66-225-220-74-47-119-196-237-12-230;12;2019;8022;35;Quartiergruppe Neudorf;4;0;1;1;Einpersonenhaushalt;2011
89-240-84-7-165-169-129-91-145-74-236-55-142-131-48-243-44-202-89-3-106-210-238-119-24-50-141-155-246-183-86-96;11;2018;8023;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2018
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;1;2013;8022;12;Quartiergruppe Bruggen;3;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2011
167-102-115-202-2-218-205-100-131-180-225-36-182-8-42-118-245-1-68-115-236-114-66-225-220-74-47-119-196-237-12-230;13;2015;8022;35;Quartiergruppe Neudorf;4;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2011
89-240-84-7-165-169-129-91-145-74-236-55-142-131-48-243-44-202-89-3-106-210-238-119-24-50-141-155-246-183-86-96;12;2018;8023;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2018
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;1;2015;8022;12;Quartiergruppe Bruggen;3;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2011
167-102-115-202-2-218-205-100-131-180-225-36-182-8-42-118-245-1-68-115-236-114-66-225-220-74-47-119-196-237-12-230;14;2013;8022;35;Quartiergruppe Neudorf;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
89-240-84-7-165-169-129-91-145-74-236-55-142-131-48-243-44-202-89-3-106-210-238-119-24-50-141-155-246-183-86-96;17;2019;8023;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2018
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;1;2019;8022;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2011
167-102-115-202-2-218-205-100-131-180-225-36-182-8-42-118-245-1-68-115-236-114-66-225-220-74-47-119-196-237-12-230;15;2011;8022;35;Quartiergruppe Neudorf;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
89-241-174-24-159-189-122-129-246-102-255-243-234-150-151-184-203-77-121-78-242-20-140-36-195-48-180-98-89-219-77-161;1;2019;8023;22;Quartiergruppe Riethüsli;3;0;1;1;Einpersonenhaushalt;2018
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;2;2012;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2011
167-102-115-202-2-218-205-100-131-180-225-36-182-8-42-118-245-1-68-115-236-114-66-225-220-74-47-119-196-237-12-230;15;2015;8022;35;Quartiergruppe Neudorf;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
89-241-174-24-159-189-122-129-246-102-255-243-234-150-151-184-203-77-121-78-242-20-140-36-195-48-180-98-89-219-77-161;3;2018;8023;22;Quartiergruppe Riethüsli;3;0;1;1;Einpersonenhaushalt;2018
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;2;2016;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2011
167-102-115-202-2-218-205-100-131-180-225-36-182-8-42-118-245-1-68-115-236-114-66-225-220-74-47-119-196-237-12-230;15;2017;8022;35;Quartiergruppe Neudorf;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
89-241-174-24-159-189-122-129-246-102-255-243-234-150-151-184-203-77-121-78-242-20-140-36-195-48-180-98-89-219-77-161;4;2018;8023;22;Quartiergruppe Riethüsli;3;0;2;5;Haushalte mit zwei Erwachsenen;2018
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;3;2012;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2011
167-102-115-202-2-218-205-100-131-180-225-36-182-8-42-118-245-1-68-115-236-114-66-225-220-74-47-119-196-237-12-230;16;2019;8022;35;Quartiergruppe Neudorf;2;0;2;5;Haushalte mit zwei Erwachsenen;2011
89-241-174-24-159-189-122-129-246-102-255-243-234-150-151-184-203-77-121-78-242-20-140-36-195-48-180-98-89-219-77-161;5;2018;8023;22;Quartiergruppe Riethüsli;3;0;2;5;Haushalte mit zwei Erwachsenen;2018
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;3;2013;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2011
167-102-115-202-2-218-205-100-131-180-225-36-182-8-42-118-245-1-68-115-236-114-66-225-220-74-47-119-196-237-12-230;17;2014;8022;35;Quartiergruppe Neudorf;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
8-116-4-191-251-222-211-216-23-53-107-216-54-107-93-40-222-43-55-249-158-241-228-13-164-249-169-173-239-188-66-19;3;2017;8023;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2017
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;3;2018;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2011
168-254-122-96-160-165-95-118-230-144-159-7-238-127-131-106-68-167-240-196-42-20-136-218-210-62-145-84-129-107-232-31;2;2015;8022;26;Quartiergruppe Linsebühl - Dreilinden;2;0;2;5;Haushalte mit zwei Erwachsenen;2013
8-116-4-191-251-222-211-216-23-53-107-216-54-107-93-40-222-43-55-249-158-241-228-13-164-249-169-173-239-188-66-19;3;2018;8023;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2017
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;5;2018;8022;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2011
168-254-122-96-160-165-95-118-230-144-159-7-238-127-131-106-68-167-240-196-42-20-136-218-210-62-145-84-129-107-232-31;2;2016;8022;26;Quartiergruppe Linsebühl - Dreilinden;2;0;2;5;Haushalte mit zwei Erwachsenen;2013
8-116-4-191-251-222-211-216-23-53-107-216-54-107-93-40-222-43-55-249-158-241-228-13-164-249-169-173-239-188-66-19;3;2019;8023;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2017
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;6;2013;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2011
168-254-122-96-160-165-95-118-230-144-159-7-238-127-131-106-68-167-240-196-42-20-136-218-210-62-145-84-129-107-232-31;2;2017;8022;26;Quartiergruppe Linsebühl - Dreilinden;2;0;2;5;Haushalte mit zwei Erwachsenen;2013
8-116-4-191-251-222-211-216-23-53-107-216-54-107-93-40-222-43-55-249-158-241-228-13-164-249-169-173-239-188-66-19;5;2017;8023;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2017
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;7;2018;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2011
168-254-122-96-160-165-95-118-230-144-159-7-238-127-131-106-68-167-240-196-42-20-136-218-210-62-145-84-129-107-232-31;4;2013;8022;26;Quartiergruppe Linsebühl - Dreilinden;3;0;2;5;Haushalte mit zwei Erwachsenen;2013
8-116-4-191-251-222-211-216-23-53-107-216-54-107-93-40-222-43-55-249-158-241-228-13-164-249-169-173-239-188-66-19;5;2019;8023;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2017
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;7;2019;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2011
168-254-122-96-160-165-95-118-230-144-159-7-238-127-131-106-68-167-240-196-42-20-136-218-210-62-145-84-129-107-232-31;4;2016;8022;26;Quartiergruppe Linsebühl - Dreilinden;3;0;1;1;Einpersonenhaushalt;2013
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;1;2017;8022;21;Quartiergruppe Rosenberg;2;0;1;1;Einpersonenhaushalt;2012
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;8;2019;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
168-254-122-96-160-165-95-118-230-144-159-7-238-127-131-106-68-167-240-196-42-20-136-218-210-62-145-84-129-107-232-31;6;2013;8022;26;Quartiergruppe Linsebühl - Dreilinden;3;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2013
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;2;2012;8022;21;Quartiergruppe Rosenberg;2;0;1;1;Einpersonenhaushalt;2012
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;9;2018;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
168-254-122-96-160-165-95-118-230-144-159-7-238-127-131-106-68-167-240-196-42-20-136-218-210-62-145-84-129-107-232-31;8;2014;8022;26;Quartiergruppe Linsebühl - Dreilinden;3;0;2;5;Haushalte mit zwei Erwachsenen;2013
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;3;2016;8022;21;Quartiergruppe Rosenberg;2;0;1;1;Einpersonenhaushalt;2012
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;10;2013;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2011
168-254-122-96-160-165-95-118-230-144-159-7-238-127-131-106-68-167-240-196-42-20-136-218-210-62-145-84-129-107-232-31;8;2016;8022;26;Quartiergruppe Linsebühl - Dreilinden;3;0;2;5;Haushalte mit zwei Erwachsenen;2013
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;3;2017;8022;21;Quartiergruppe Rosenberg;2;0;1;1;Einpersonenhaushalt;2012
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;10;2016;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2011
168-254-122-96-160-165-95-118-230-144-159-7-238-127-131-106-68-167-240-196-42-20-136-218-210-62-145-84-129-107-232-31;8;2017;8022;26;Quartiergruppe Linsebühl - Dreilinden;3;0;1;1;Einpersonenhaushalt;2013
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;4;2016;8022;21;Quartiergruppe Rosenberg;3;0;2;5;Haushalte mit zwei Erwachsenen;2012
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;10;2018;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2011
168-254-122-96-160-165-95-118-230-144-159-7-238-127-131-106-68-167-240-196-42-20-136-218-210-62-145-84-129-107-232-31;9;2015;8022;26;Quartiergruppe Linsebühl - Dreilinden;4;0;2;5;Haushalte mit zwei Erwachsenen;2013
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;5;2016;8022;21;Quartiergruppe Rosenberg;3;0;2;5;Haushalte mit zwei Erwachsenen;2012
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;11;2011;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2011
168-254-122-96-160-165-95-118-230-144-159-7-238-127-131-106-68-167-240-196-42-20-136-218-210-62-145-84-129-107-232-31;10;2014;8022;26;Quartiergruppe Linsebühl - Dreilinden;3;0;1;1;Einpersonenhaushalt;2013
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;6;2015;8022;21;Quartiergruppe Rosenberg;2;0;1;1;Einpersonenhaushalt;2012
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;11;2016;8022;12;Quartiergruppe Bruggen;2;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2011
168-254-122-96-160-165-95-118-230-144-159-7-238-127-131-106-68-167-240-196-42-20-136-218-210-62-145-84-129-107-232-31;10;2019;8022;26;Quartiergruppe Linsebühl - Dreilinden;3;0;1;1;Einpersonenhaushalt;2013
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;7;2013;8022;21;Quartiergruppe Rosenberg;3;0;1;1;Einpersonenhaushalt;2012
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;11;2017;8022;12;Quartiergruppe Bruggen;2;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2011
168-254-122-96-160-165-95-118-230-144-159-7-238-127-131-106-68-167-240-196-42-20-136-218-210-62-145-84-129-107-232-31;11;2017;8022;26;Quartiergruppe Linsebühl - Dreilinden;4;0;2;5;Haushalte mit zwei Erwachsenen;2013
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;8;2013;8022;21;Quartiergruppe Rosenberg;3;0;1;1;Einpersonenhaushalt;2012
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;12;2012;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
16-158-69-93-196-245-158-121-4-207-66-175-82-82-143-134-38-139-46-14-33-155-188-167-110-161-133-163-144-108-225-226;1;2016;8022;31;Quartiergruppe Rotmonten;5;2;3;4;Drei oder mehr Erwachsene mit mindestens einer Person unter 18 Jahren;2016
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;8;2019;8022;21;Quartiergruppe Rosenberg;3;0;1;1;Einpersonenhaushalt;2012
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;12;2013;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
16-158-69-93-196-245-158-121-4-207-66-175-82-82-143-134-38-139-46-14-33-155-188-167-110-161-133-163-144-108-225-226;1;2017;8022;31;Quartiergruppe Rotmonten;5;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2016
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;11;2018;8022;21;Quartiergruppe Rosenberg;3;0;1;1;Einpersonenhaushalt;2012
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;12;2017;8022;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2011
170-205-90-59-171-248-169-103-169-58-211-201-125-5-147-150-82-167-113-53-226-144-123-239-101-180-59-132-17-137-171-106;1;2019;8023;23;Quartiergruppe St.Georgen;6;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2018
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;12;2015;8022;21;Quartiergruppe Rosenberg;2;0;1;1;Einpersonenhaushalt;2012
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;12;2019;8022;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2011
170-68-255-86-173-189-64-76-181-54-250-208-60-248-224-165-191-68-81-94-27-220-5-42-115-197-51-120-156-60-229-76;2;2013;8022;31;Quartiergruppe Rotmonten;5;0;2;5;Haushalte mit zwei Erwachsenen;2012
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;12;2016;8022;21;Quartiergruppe Rosenberg;2;0;1;1;Einpersonenhaushalt;2012
243-141-241-187-176-0-48-8-54-171-190-151-115-236-20-219-183-121-56-207-192-175-3-196-235-158-226-6-76-5-123-44;13;2014;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2011
170-68-255-86-173-189-64-76-181-54-250-208-60-248-224-165-191-68-81-94-27-220-5-42-115-197-51-120-156-60-229-76;2;2016;8022;31;Quartiergruppe Rotmonten;5;0;2;5;Haushalte mit zwei Erwachsenen;2012
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;12;2019;8022;21;Quartiergruppe Rosenberg;2;0;1;1;Einpersonenhaushalt;2012
244-111-206-163-179-101-253-196-193-197-87-100-112-70-11-189-253-68-170-167-106-47-202-1-56-114-250-124-45-52-192-208;1;2019;8023;12;Quartiergruppe Bruggen;6;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2019
173-208-54-60-70-40-131-255-212-130-104-117-30-40-54-235-42-217-47-51-228-125-162-212-98-59-88-159-87-173-16-11;1;2016;8022;31;Quartiergruppe Rotmonten;4;0;1;1;Einpersonenhaushalt;2014
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;13;2014;8022;21;Quartiergruppe Rosenberg;4;0;2;5;Haushalte mit zwei Erwachsenen;2012
244-169-82-74-133-130-225-47-114-45-17-225-65-227-79-128-116-19-84-213-30-122-203-120-41-221-126-108-34-125-158-66;3;2015;8022;11;Quartiergruppe Winkeln;5;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2012
173-208-54-60-70-40-131-255-212-130-104-117-30-40-54-235-42-217-47-51-228-125-162-212-98-59-88-159-87-173-16-11;1;2017;8022;31;Quartiergruppe Rotmonten;4;0;1;1;Einpersonenhaushalt;2014
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;13;2015;8022;21;Quartiergruppe Rosenberg;4;0;2;5;Haushalte mit zwei Erwachsenen;2012
244-169-82-74-133-130-225-47-114-45-17-225-65-227-79-128-116-19-84-213-30-122-203-120-41-221-126-108-34-125-158-66;4;2017;8022;11;Quartiergruppe Winkeln;6;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2012
173-208-54-60-70-40-131-255-212-130-104-117-30-40-54-235-42-217-47-51-228-125-162-212-98-59-88-159-87-173-16-11;1;2018;8022;31;Quartiergruppe Rotmonten;4;0;1;1;Einpersonenhaushalt;2014
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;14;2016;8022;21;Quartiergruppe Rosenberg;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2012
244-37-252-208-167-104-24-111-137-214-36-110-136-251-155-117-59-93-21-61-137-87-64-166-31-250-202-20-30-11-190-239;1;2011;8022;11;Quartiergruppe Winkeln;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
173-208-54-60-70-40-131-255-212-130-104-117-30-40-54-235-42-217-47-51-228-125-162-212-98-59-88-159-87-173-16-11;2;2014;8022;31;Quartiergruppe Rotmonten;4;0;2;5;Haushalte mit zwei Erwachsenen;2014
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;14;2018;8022;21;Quartiergruppe Rosenberg;4;0;2;5;Haushalte mit zwei Erwachsenen;2012
244-37-252-208-167-104-24-111-137-214-36-110-136-251-155-117-59-93-21-61-137-87-64-166-31-250-202-20-30-11-190-239;1;2015;8022;11;Quartiergruppe Winkeln;4;2;3;4;Drei oder mehr Erwachsene mit mindestens einer Person unter 18 Jahren;2011
173-208-54-60-70-40-131-255-212-130-104-117-30-40-54-235-42-217-47-51-228-125-162-212-98-59-88-159-87-173-16-11;2;2015;8022;31;Quartiergruppe Rotmonten;4;0;2;5;Haushalte mit zwei Erwachsenen;2014
8-170-53-229-1-221-114-35-211-186-97-15-50-148-190-107-115-214-173-79-127-69-180-91-213-52-116-178-128-186-178-234;14;2019;8022;21;Quartiergruppe Rosenberg;4;0;2;5;Haushalte mit zwei Erwachsenen;2012
244-37-252-208-167-104-24-111-137-214-36-110-136-251-155-117-59-93-21-61-137-87-64-166-31-250-202-20-30-11-190-239;3;2011;8022;11;Quartiergruppe Winkeln;4;0;1;1;Einpersonenhaushalt;2011
173-208-54-60-70-40-131-255-212-130-104-117-30-40-54-235-42-217-47-51-228-125-162-212-98-59-88-159-87-173-16-11;6;2019;8022;31;Quartiergruppe Rotmonten;3;0;1;1;Einpersonenhaushalt;2014
91-233-123-237-6-209-65-134-170-169-224-202-232-203-68-59-198-106-92-211-53-89-208-197-215-108-255-186-169-201-7-202;1;2013;8022;11;Quartiergruppe Winkeln;4;0;4;6;Haushalte mit drei oder mehr Erwachsenen;2012
244-37-252-208-167-104-24-111-137-214-36-110-136-251-155-117-59-93-21-61-137-87-64-166-31-250-202-20-30-11-190-239;4;2011;8022;11;Quartiergruppe Winkeln;4;3;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2011
173-208-54-60-70-40-131-255-212-130-104-117-30-40-54-235-42-217-47-51-228-125-162-212-98-59-88-159-87-173-16-11;7;2014;8022;31;Quartiergruppe Rotmonten;4;0;1;1;Einpersonenhaushalt;2014
91-233-123-237-6-209-65-134-170-169-224-202-232-203-68-59-198-106-92-211-53-89-208-197-215-108-255-186-169-201-7-202;1;2014;8022;11;Quartiergruppe Winkeln;4;0;4;6;Haushalte mit drei oder mehr Erwachsenen;2012
244-37-252-208-167-104-24-111-137-214-36-110-136-251-155-117-59-93-21-61-137-87-64-166-31-250-202-20-30-11-190-239;4;2014;8022;11;Quartiergruppe Winkeln;4;1;4;4;Drei oder mehr Erwachsene mit mindestens einer Person unter 18 Jahren;2011
173-208-54-60-70-40-131-255-212-130-104-117-30-40-54-235-42-217-47-51-228-125-162-212-98-59-88-159-87-173-16-11;8;2016;8022;31;Quartiergruppe Rotmonten;4;0;2;5;Haushalte mit zwei Erwachsenen;2014
91-233-123-237-6-209-65-134-170-169-224-202-232-203-68-59-198-106-92-211-53-89-208-197-215-108-255-186-169-201-7-202;3;2015;8022;11;Quartiergruppe Winkeln;5;1;3;4;Drei oder mehr Erwachsene mit mindestens einer Person unter 18 Jahren;2012
244-37-252-208-167-104-24-111-137-214-36-110-136-251-155-117-59-93-21-61-137-87-64-166-31-250-202-20-30-11-190-239;4;2017;8022;11;Quartiergruppe Winkeln;4;1;3;4;Drei oder mehr Erwachsene mit mindestens einer Person unter 18 Jahren;2011
173-208-54-60-70-40-131-255-212-130-104-117-30-40-54-235-42-217-47-51-228-125-162-212-98-59-88-159-87-173-16-11;8;2018;8022;31;Quartiergruppe Rotmonten;4;0;2;5;Haushalte mit zwei Erwachsenen;2014
96-201-93-226-100-191-151-39-247-41-44-205-192-254-137-138-63-2-176-128-120-135-59-86-215-127-75-73-182-182-91-71;1;2013;8022;11;Quartiergruppe Winkeln;5;0;2;5;Haushalte mit zwei Erwachsenen;2013
244-37-252-208-167-104-24-111-137-214-36-110-136-251-155-117-59-93-21-61-137-87-64-166-31-250-202-20-30-11-190-239;4;2018;8022;11;Quartiergruppe Winkeln;4;1;3;4;Drei oder mehr Erwachsene mit mindestens einer Person unter 18 Jahren;2011
174-214-77-161-54-157-194-121-203-23-174-67-255-149-70-178-93-61-124-65-73-10-29-148-15-16-210-208-192-74-121-59;1;2018;8023;31;Quartiergruppe Rotmonten;6;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2016
96-201-93-226-100-191-151-39-247-41-44-205-192-254-137-138-63-2-176-128-120-135-59-86-215-127-75-73-182-182-91-71;1;2018;8022;11;Quartiergruppe Winkeln;5;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2013
244-37-252-208-167-104-24-111-137-214-36-110-136-251-155-117-59-93-21-61-137-87-64-166-31-250-202-20-30-11-190-239;7;2012;8022;11;Quartiergruppe Winkeln;5;0;2;5;Haushalte mit zwei Erwachsenen;2011
174-214-77-161-54-157-194-121-203-23-174-67-255-149-70-178-93-61-124-65-73-10-29-148-15-16-210-208-192-74-121-59;2;2016;8023;31;Quartiergruppe Rotmonten;3;0;1;1;Einpersonenhaushalt;2016
96-233-204-169-70-238-250-18-135-95-245-80-11-105-94-246-105-215-55-23-77-200-208-84-130-19-87-223-4-66-201-239;1;2015;8022;33;Quartiergruppe St.Fiden;3;0;2;5;Haushalte mit zwei Erwachsenen;2012
244-37-252-208-167-104-24-111-137-214-36-110-136-251-155-117-59-93-21-61-137-87-64-166-31-250-202-20-30-11-190-239;7;2014;8022;11;Quartiergruppe Winkeln;5;0;2;5;Haushalte mit zwei Erwachsenen;2011
